P_vote4YD,0.7536231884057971
P_d,0.4769585253456221
P_vote1YD,0.42028985507246375
P_vote3YR,0.9074889867841409
P_vote2ND,0.642512077294686
P_vote1NR,0.048458149779735685
P_vote2YR,0.9647577092511013
P_vote4NR,0.6123348017621145
P_vote3NR,0.07488986784140969
P_vote1YR,0.9383259911894273
P_vote4YR,0.3832599118942731
P_vote1ND,0.5458937198067633
P_r,0.5230414746543779
P_vote3ND,0.7632850241545893
P_vote4ND,0.2222222222222222
P_vote3YD,0.19806763285024154
P_vote2YD,0.30917874396135264
P_vote2NR,0.022026431718061675
