p-r-no-vote4,0.6123348017621145
p-d-yes-vote1,0.42028985507246375
p-r-no-vote3,0.07488986784140969
p-d-yes-vote2,0.30917874396135264
p-r-yes-vote2,0.9647577092511013
p-d-yes-vote3,0.19806763285024154
p-d-yes-vote4,0.7536231884057971
p-r-yes-vote1,0.9383259911894273
p-r-yes-vote4,0.3832599118942731
p-r-yes-vote3,0.9074889867841409
p-r-no-vote2,0.022026431718061675
p-r-no-vote1,0.048458149779735685
p-no-d,0.4769585253456221
p-d-no-vote4,0.2222222222222222
p-d-no-vote3,0.7632850241545893
p-no-r,0.5230414746543779
p-d-no-vote2,0.642512077294686
p-d-no-vote1,0.5458937198067633
